secondsLeft,scoreDifference,yardsToEndzone,yOffsetAtSnap,motionSinceLineset,shiftSinceLineset,offenseFormation,receiverAlignment
900,21,27,0.08090909090909483,1,1,5,6
2735,-3,77,0.29181818181818,1,0,5,4
3457,0,28,0.5136363636363616,1,0,4,6
1464,8,55,0.33181818181817974,1,1,4,4
1873,-3,23,0.3372727272727267,0,1,4,6
2350,-3,63,0.19090909090908265,1,0,5,4
2700,-1,52,0.006363636363635744,0,0,5,4
1846,-4,86,0.26909090909090205,1,0,4,4
1858,-17,45,0.04363636363637046,0,0,4,4
852,-17,73,0.1445454545454471,1,1,5,3
1840,0,65,0.8009090909090911,0,0,4,6
2043,21,38,0.7109090909090877,0,0,4,4
2186,14,75,0.5709090909090923,1,0,5,6
836,15,50,0.07909090909091467,0,0,5,4
1580,3,75,0.2509090909090888,1,1,1,3
134,-3,46,0.13545454545454627,0,0,4,6
2564,-7,94,0.5018181818181802,0,0,3,4
1583,3,90,0.290000000000005,0,1,5,4
2461,-4,54,0.550000000000001,1,0,5,6
2516,8,50,0.05999999999999194,0,1,5,4
1236,7,79,0.3127272727272777,1,0,5,6
1921,-10,10,0.15454545454545868,0,1,5,6
2187,13,47,0.7636363636363616,0,0,4,6
1692,-11,94,0.20090909090908388,1,1,5,6
3600,0,75,0.3163636363636277,1,1,4,4
3443,0,44,0.2018181818181688,0,1,4,4
1198,-28,70,0.42909090909090897,0,0,4,4
1555,8,75,0.617272727272724,1,1,4,4
2677,-14,75,0.4790909090909178,0,1,5,4
2039,14,29,0.5472727272727153,1,0,4,4
3077,-7,39,0.1945454545454533,1,0,3,3
1245,8,60,0.6972727272727287,0,0,4,4
1329,4,65,0.7218181818181816,1,0,4,3
347,-18,63,0.9963636363636449,1,0,4,4
3511,0,39,0.10818181818181798,0,1,5,5
1704,3,37,0.3699999999999968,0,0,5,4
2288,-14,33,0.1336363636363661,1,1,3,4
1825,-11,39,0.30818181818182727,0,1,4,6
2907,-7,80,0.5027272727272806,1,1,5,6
3121,-3,90,0.2172727272727157,0,0,5,6
439,0,75,0.8436363636363612,1,1,5,6
3064,0,44,0.5045454545454556,0,0,1,3
132,-3,68,0.549090909090911,1,0,4,4
1214,-1,49,0.09727272727272149,1,1,5,6
3020,7,74,0.880909090909092,1,0,4,4
1568,-4,34,0.3436363636363508,0,0,4,4
2849,0,60,0.26909090909090205,1,0,4,4
1867,10,40,0.8927272727272695,0,0,1,1
1357,-5,65,0.20000000000000154,1,0,4,4
2617,3,45,0.632727272727276,1,0,5,4
2397,-4,51,0.5018181818181854,0,0,5,6
2163,13,75,0.9863636363636364,1,1,5,4
2849,7,41,0.2663636363636318,0,0,1,3
998,2,94,0.4272727272727288,0,0,1,3
1891,-28,89,0.35636363636363266,1,0,4,4
843,-35,75,0.4100000000000095,0,0,4,6
3199,0,56,0.1309090909090907,1,1,5,6
3367,0,40,0.3263636363636367,0,0,5,4
2236,0,56,0.8736363636363649,0,0,1,3
3476,0,29,0.5645454545454566,0,1,3,3
2436,-4,89,0.22272727272727685,1,1,4,6
2158,-3,75,0.0672727272727281,1,0,4,3
1800,7,75,0.23727272727271817,1,0,4,3
1446,7,57,0.044545454545455374,0,0,4,4
573,4,44,0.41545454545455,0,1,5,6
974,3,57,0.9572727272727248,1,0,0,7
2857,-7,35,0.029999999999998552,1,0,4,4
2085,7,65,0.22818181818181735,1,1,4,6
407,-6,73,0.47818181818181993,1,1,5,4
925,12,46,0.6136363636363636,1,0,5,4
2691,0,84,0.12181818181818051,0,0,0,7
3384,0,60,0.40909090909091167,0,0,0,7
1903,0,52,0.053636363636356196,1,1,4,6
858,-14,67,0.044545454545452785,1,0,1,3
265,12,21,0.8372727272727306,1,0,4,4
2997,3,49,0.3590909090909029,0,1,5,6
1959,-3,67,0.011818181818183988,0,0,0,7
752,-2,75,0.35727272727271236,0,1,4,6
2182,-1,75,0.5354545454545468,1,0,4,6
1052,-13,55,0.23000000000000786,1,1,1,3
139,-8,28,0.3145454545454553,1,0,4,4
3248,0,26,0.5518181818181812,0,0,4,4
2017,-2,75,0.48363636363636303,0,1,5,4
2649,-10,75,0.029090909090907825,1,1,3,4
2616,-7,30,0.08090909090907933,0,1,5,6
947,0,78,0.06181818181817727,0,0,4,6
724,1,75,0.24909090909092024,1,1,5,4
598,6,16,0.43272727272727257,1,0,4,6
1983,-10,13,0.0827272727272595,1,0,4,4
309,-5,40,0.06818181818181818,0,1,5,4
3522,0,72,0.18999999999999903,1,1,5,4
1314,13,72,0.17727272727271073,1,0,5,6
2240,-21,75,0.10272727272728265,1,1,4,6
1854,-4,81,1.1381818181818182,0,0,4,6
1179,21,64,0.07454545454545909,1,1,4,6
1005,-3,16,0.16727272727273015,1,1,4,6
2200,3,64,0.6463636363636376,0,1,5,4
139,8,65,0.03818181818181963,0,0,4,6
2760,0,60,0.010000000000006408,1,0,5,4
1905,3,75,0.6154545454545335,0,1,4,4
1569,3,16,0.03545454545454486,0,0,5,4
3168,0,65,0.33363636363636767,1,0,4,3
3145,0,35,0.30000000000000104,1,0,5,6
1829,10,51,0.12545454545455537,0,0,0,7
2268,0,87,0.08181818181816941,1,0,4,6
1817,1,43,0.07727272727272934,1,0,4,4
2726,-7,75,0.4881818181818192,0,0,3,6
566,7,37,0.7763636363636279,1,1,4,4
2772,0,48,0.5727272727272738,1,1,4,4
1239,-10,79,0.009090909090909866,1,0,5,6
3600,0,75,0.7218181818181765,1,1,4,4
1881,-14,95,0.045454545454545456,1,1,0,7
3341,0,80,0.23636363636363844,1,0,5,4
1863,-11,14,0.059999999999997104,0,0,4,4
1913,0,19,0.21000000000000052,0,1,4,6
3115,-7,99,0.3227272727272996,1,1,4,6
177,-8,81,0.06454545454544752,0,1,4,4
3339,0,80,0.0672727272727281,1,1,0,7
1030,-3,41,0.358181818181818,1,1,5,4
400,0,80,0.2954545454545461,0,0,4,6
466,0,75,0.36909090909090414,0,0,4,6
357,8,86,0.4981818181818095,1,0,4,3
1864,-5,75,0.16454545454544958,0,1,4,4
3480,-7,75,0.0954545454545452,1,1,4,6
134,10,75,0.4981818181818095,1,0,4,6
200,5,42,0.6572727272727289,1,1,5,4
2455,0,40,0.16818181818182543,1,0,3,4
503,-4,73,0.3100000000000023,0,0,5,6
2444,11,58,0.2027272727272744,1,0,4,4
3285,3,75,0.23181818181817768,0,0,4,3
1021,-28,24,0.24818181818183016,1,1,4,6
1093,14,39,0.01363636363636157,0,1,4,6
1944,-7,13,0.8063636363636342,0,1,4,4
2579,-14,33,0.2509090909091004,1,1,1,3
3088,0,66,0.6309090909090959,0,0,1,3
2421,4,60,0.4372727272727275,0,1,4,6
2874,7,60,0.18818181818180724,1,0,5,4
243,-6,24,0.38727272727272644,0,1,4,6
271,-7,62,0.09545454545454132,0,0,4,4
3333,0,17,0.4609090909090916,1,1,4,4
1807,3,65,0.030909090909086053,1,0,4,6
3204,-7,65,0.4999999999999897,1,0,0,7
2081,-7,73,0.0,0,0,4,4
2151,3,75,0.21181818181818166,0,1,5,4
2730,-7,73,0.022727272727270143,1,1,1,3
1914,0,18,0.33454545454543966,0,1,3,3
3497,0,63,0.17454545454545858,1,1,5,6
965,3,62,0.08090909090909483,1,0,1,3
3275,0,72,0.661818181818169,1,1,1,3
863,0,54,0.14090909090908676,1,0,5,3
1359,-3,16,0.5472727272727269,0,1,4,4
2075,17,75,0.10272727272727232,1,1,1,3
2429,8,75,0.6100000000000136,0,1,3,3
667,-5,75,0.7736363636363525,0,1,4,4
3027,-7,54,0.12181818181817955,1,1,5,6
2745,10,52,0.3736363636363597,1,0,1,3
2881,-7,24,0.02363636363636281,0,1,4,6
607,0,65,0.37454545454545496,1,1,5,4
417,-9,30,1.1172727272727292,1,0,5,6
989,-24,72,0.053636363636356196,1,0,4,4
1326,-9,74,0.30818181818181567,0,0,4,4
3382,-3,75,0.28636363636362394,1,1,1,3
1455,4,50,0.7490909090909099,1,1,4,4
2766,7,69,0.3954545454545475,1,0,5,4
1817,4,43,0.3999999999999979,1,0,4,4
1982,-10,77,0.29454545454545794,1,0,5,4
1198,-7,38,0.30181818181818637,1,1,5,6
1104,-2,79,0.15090909090907767,0,0,1,3
231,-15,75,0.2099999999999847,0,0,4,4
2522,14,36,0.6472727272727199,0,0,4,6
1869,-8,24,0.5609090909090924,1,0,4,6
768,-35,86,0.36181818181818026,1,0,4,6
2610,0,29,0.0863636363636405,1,0,4,6
1800,7,75,0.4000000000000005,1,0,4,4
886,-17,85,0.3990909090909085,1,0,4,4
277,-14,45,0.28909090909090457,0,0,4,4
3148,0,47,0.8118181818181721,0,1,4,6
1573,3,94,0.2727272727272727,0,1,4,6
2623,-3,17,0.045454545454545456,1,1,5,6
2526,-11,54,0.03454545454544897,0,1,5,4
3005,7,21,0.0827272727272737,0,0,1,3
1594,10,53,0.1245454545454498,0,0,4,6
1360,-14,60,0.7072727272727248,0,1,4,4
2998,0,55,0.31454545454545785,1,1,5,4
1391,9,75,0.2654545454545456,1,1,5,6
3013,3,75,0.24818181818181853,0,0,0,7
3347,0,71,0.04181818181818513,1,0,5,4
1816,-4,39,0.32818181818181685,1,0,4,4
1224,4,33,0.5063636363636306,0,0,4,3
213,-9,21,0.35090909090909217,0,0,4,4
715,22,37,0.13272727272727344,1,1,4,6
977,3,50,0.04363636363636012,1,0,3,6
131,-9,77,0.030000000000014057,0,0,4,6
2241,4,75,0.3618181818181938,0,0,4,6
362,-11,80,0.012727272727261152,0,0,4,4
127,-2,38,0.2854545454545494,0,0,4,4
1659,3,58,0.24727272727272975,0,1,5,6
335,-11,35,0.13363636363636353,1,0,5,4
1854,4,44,0.12454545454545496,1,1,4,4
190,22,75,0.28181818181819424,0,0,4,6
2995,-14,56,0.1018181818181874,1,1,5,4
966,-26,60,1.129090909090908,1,1,5,6
3301,-7,50,0.3899999999999967,1,0,4,4
757,-6,38,0.29090909090909506,1,0,1,1
3280,0,37,1.0200000000000025,1,1,4,3
3568,0,64,0.2254545454545471,0,0,5,6
2272,0,15,0.47454545454545544,0,0,1,3
669,9,52,0.07363636363636385,0,0,5,4
2213,-17,90,0.5018181818181815,0,0,4,4
2654,-7,43,0.5490909090909161,1,0,5,4
2751,4,18,0.30090909090908596,0,0,4,4
297,2,23,0.19181818181818305,1,0,4,3
2900,-3,23,0.38454545454545364,1,1,1,3
547,14,69,0.05454545454545661,1,1,5,6
3044,7,70,0.7872727272727243,1,1,4,4
3263,-7,36,0.15999999999999917,1,1,5,4
1399,-10,70,0.03999999999999462,0,0,4,4
2838,0,37,0.18545454545454731,1,1,5,6
2626,-14,75,0.5536363636363639,0,0,4,3
2951,7,49,0.43090909090909174,0,0,5,6
2788,-3,12,0.5736363636363638,1,0,4,6
1821,4,64,0.9800000000000001,1,0,4,6
2600,7,79,0.2990909090909097,1,1,5,6
963,-11,75,0.24272727272725866,1,1,5,6
1745,1,37,0.23545454545454317,1,1,5,4
1634,-6,75,0.25181818181816984,1,1,3,4
2384,14,82,0.3936363636363641,1,1,5,6
1677,11,91,0.07454545454545522,1,0,5,4
3082,4,38,0.2109090909090903,1,1,5,6
1299,0,85,0.3899999999999967,1,1,5,4
3600,0,75,0.24818181818181984,1,0,4,6
198,-18,25,0.032727272727273965,1,0,5,6
2758,-4,43,0.5745454545454591,1,0,5,4
1375,8,42,0.47363636363636696,1,0,4,6
2191,-4,17,0.5454545454545454,0,1,4,6
273,12,22,0.1290909090909099,1,0,0,7
2494,-7,75,0.6272727272727271,0,1,3,3
358,0,64,0.30636363636363934,0,0,5,6
358,12,62,0.19818181818182398,1,1,1,3
328,-11,34,0.0,0,0,4,4
364,-3,68,0.03181818181818388,0,0,4,6
3534,0,58,0.10363636363636756,0,0,4,4
1611,6,75,0.349090909090912,1,0,0,7
2355,13,54,0.4645454545454506,1,0,5,6
1852,14,88,0.23181818181818092,0,0,4,6
1501,-13,39,0.39181818181817685,0,0,5,4
2186,11,25,0.15181818181818843,1,1,4,4
2619,-7,57,0.05727272727273203,1,0,1,3
3470,0,71,0.1954545454545408,1,1,4,4
3160,-3,24,0.11272727272727226,1,0,4,6
2847,-13,75,0.20272727272728472,1,1,4,4
1976,15,55,0.332727272727275,1,1,5,6
1887,-3,39,0.45181818181817396,0,0,4,6
2029,-7,28,0.2627272727272715,1,1,4,6
259,-14,67,0.573636363636369,0,0,4,4
1466,-1,83,0.5700000000000087,0,0,5,6
2251,-1,75,0.27999999999999853,0,0,4,6
1715,-16,40,0.17272727272727065,0,1,4,6
1764,-4,50,0.06545454545454793,0,1,4,4
617,7,33,0.017272727272732234,0,0,4,4
1840,-13,46,0.33909090909090556,1,0,4,4
2691,-9,74,0.21363636363637603,0,1,5,6
2866,-4,75,0.4600000000000015,1,0,5,6
646,0,75,0.28454545454545543,1,0,5,4
1455,-6,75,0.18454545454545335,1,0,5,4
621,0,80,0.17545454545456157,0,0,0,7
2400,4,65,0.08454545454545,1,1,4,4
282,17,34,0.4118181818181897,1,0,4,6
2405,4,75,0.4681818181818161,0,1,5,6
1947,-10,22,0.17181818181820124,0,1,1,3
751,-3,75,0.10545454545453223,1,0,5,6
476,-7,12,0.056363636363636775,1,0,5,6
1464,0,22,0.11727272727272785,1,0,4,4
824,-5,65,0.176363636363662,0,0,5,6
807,-6,72,0.39636363636362726,0,0,1,3
281,12,56,0.33181818181819006,1,0,4,6
2441,0,17,0.4163636363636298,1,1,5,4
1800,3,75,0.16818181818184091,1,0,5,6
561,-4,38,0.452727272727277,0,1,5,4
462,-7,75,0.0863636363636405,1,0,5,4
1858,13,42,0.42636363636363617,1,0,4,3
3597,0,82,0.16181818181818192,1,1,0,7
1411,-4,26,0.052727272727276446,1,1,5,4
2982,-7,58,0.016363636363636982,1,1,5,6
3160,0,63,0.30000000000000104,1,0,5,4
3526,0,52,0.4545454545454597,1,1,5,4
428,14,74,0.1654545454545474,0,0,5,4
1763,0,73,0.3227272727272686,1,1,4,4
1147,-11,70,0.15818181818181384,0,0,4,6
2055,4,34,0.29545454545454547,0,0,5,4
815,4,50,0.049090909090910954,1,0,5,6
142,-10,54,0.24909090909090992,0,0,5,6
1518,-5,31,0.009090909090921494,1,1,1,3
1559,-15,55,0.037272727272729546,1,0,5,4
649,10,79,0.8490909090909017,0,1,5,6
1673,4,33,1.1054545454545477,1,0,4,4
1643,-35,11,0.049090909090910954,0,1,5,4
452,-7,58,0.5881818181818104,0,0,5,4
3600,0,75,0.6500000000000018,1,1,3,6
985,11,75,0.2736363636363654,0,1,5,6
2290,-1,57,0.012727272727271487,0,0,5,4
1819,-12,23,0.8027272727272764,1,0,4,4
695,-10,31,0.5781818181818195,1,0,0,8
1462,-21,24,0.2963636363636375,1,0,5,6
382,3,50,0.09363636363636632,1,0,5,6
834,11,53,0.04636363636363554,0,0,4,4
1846,-7,87,0.03000000000000372,1,0,4,4
1462,11,16,0.1627272727272591,1,0,4,6
239,-23,75,1.1709090909090905,1,0,4,4
779,11,32,0.3727272727272748,0,0,4,6
3100,-4,58,0.3063636363636316,0,0,3,6
941,15,75,0.3027272727272558,1,0,5,6
1586,4,50,0.48181818181818287,0,0,4,4
1356,0,47,0.12363636363635971,1,0,5,6
1959,-4,64,0.8145454545454475,0,1,4,4
856,10,75,0.040909090909091166,1,0,4,4
2756,7,48,0.48818181818181344,0,1,1,1
407,-3,85,0.5318181818181821,0,0,5,4
2785,-10,34,0.28000000000000375,0,0,5,4
3021,0,59,0.8209090909090936,1,0,5,4
2337,-7,42,0.053636363636361366,1,1,0,7
1715,14,28,0.2781818181818236,1,0,5,4
745,-18,35,0.022727272727275313,1,1,4,4
2544,0,75,0.09000000000000083,1,0,5,3
1914,-18,50,0.17545454545454608,0,0,0,7
3419,0,52,0.25545454545454566,0,1,5,4
811,-14,65,0.2381818181818212,1,1,1,3
2899,10,62,0.38545454545454627,1,0,3,6
3440,0,43,0.33272727272728014,1,0,5,6
3118,-1,75,0.9609090909090955,0,1,5,4
2126,0,69,0.40272727272726816,0,1,5,4
3600,0,75,1.6509090909090778,1,1,4,4
2086,-4,99,0.22272727272726653,0,0,4,6
1914,-3,84,0.3436363636363634,0,1,4,4
1961,-8,79,0.4481818181818033,1,1,4,4
994,-3,80,0.3409090909090909,0,1,1,3
2112,-22,60,0.3272727272727293,1,1,5,4
1321,7,63,0.5172727272727271,0,1,4,4
1121,-14,67,0.6554545454545462,0,1,5,4
2030,-4,55,0.3245454545454591,1,1,4,4
1691,-17,60,0.41818181818182026,1,1,5,4
631,16,73,0.3609090909090934,0,0,4,4
1336,-4,75,0.15272727272727205,0,1,4,4
3600,0,75,0.22727272727272727,1,1,5,6
2164,-4,75,0.10909090909091193,1,0,4,3
1516,18,59,0.2999999999999959,1,0,5,4
302,-14,33,0.33909090909090556,0,0,5,6
1206,9,39,0.21000000000000021,0,0,5,4
1136,4,47,0.4663636363636359,1,0,5,6
2301,-7,55,0.2509090909090901,1,0,1,3
2586,0,75,0.625454545454545,0,1,1,3
3542,0,66,0.512727272727274,0,0,4,4
1787,-35,37,0.1827272727272745,1,1,4,6
3270,4,67,0.13181818181818594,1,0,4,4
1157,1,27,0.16363636363636466,1,1,5,4
1797,-3,74,0.18181818181818052,1,0,5,4
2459,-11,12,0.06363636363636777,0,1,1,3
1576,6,59,0.4872727272727337,0,0,4,3
379,-4,82,0.6009090909090915,1,0,5,4
2231,-6,48,0.43181818181817666,0,0,4,6
229,3,81,0.16999999999999946,0,0,4,6
1871,7,38,0.5418181818181697,0,0,4,4
1025,-3,17,0.4099999999999888,0,1,1,3
1920,-8,54,0.37909090909090537,1,1,0,7
2789,4,63,0.23636363636363586,1,0,4,6
606,-10,65,0.5063636363636306,0,1,3,6
1855,-3,68,0.6381818181818268,1,0,4,4
838,22,61,0.10363636363636756,0,0,4,6
609,10,46,0.12909090909090537,0,0,5,4
2186,14,32,0.7272727272727273,1,0,4,6
2952,-3,87,0.037272727272726965,1,0,5,6
1881,-8,35,0.0763636363636341,1,1,4,6
1824,7,75,0.4045454545454587,0,0,4,4
3177,0,38,0.3454545454545465,0,0,5,6
499,-15,75,0.04636363636364587,1,0,4,4
1843,17,61,0.09818181818181673,1,0,0,7
1188,-2,70,0.4218181818181806,1,0,1,3
2198,3,72,0.2200000000000066,0,1,5,6
3268,-3,75,0.5281818181818235,1,0,4,4
3125,0,48,0.4381818181818279,1,1,4,4
2270,0,75,0.07818181818181878,1,1,5,4
2896,-7,53,0.23454545454544792,1,0,5,4
170,3,13,0.6036363636363418,0,1,0,7
3487,0,42,0.13000000000000578,1,0,4,4
1388,3,38,0.04272727272727262,0,1,4,4
3460,0,51,0.052727272727271284,1,1,5,4
3594,0,70,0.1390909090909066,1,1,5,4
1095,-7,17,0.274545454545455,0,1,4,4
1407,18,48,0.8254545454545389,0,1,5,6
2278,-7,99,0.026363636363633057,1,1,1,3
743,-2,14,0.5481818181818157,0,0,6,6
1054,2,41,0.07272727272727376,0,0,4,6
2013,14,52,1.3790909090909105,0,0,4,4
122,-9,75,0.2772727272727231,0,0,0,7
1871,4,61,0.22363636363636952,1,1,4,4
3419,0,74,0.2781818181818236,1,0,5,6
3040,4,65,0.08272727272727759,0,1,4,6
423,-4,43,0.20636363636363989,1,1,4,6
588,-8,73,0.11000000000000072,1,0,4,6
3592,0,22,0.04727272727271528,1,0,5,4
2876,7,54,0.20090909090908904,1,0,0,7
327,-7,73,0.5081818181818172,0,0,5,4
414,-8,65,0.6227272727272748,0,0,5,4
3518,0,26,0.2263636363636346,1,1,5,6
1157,-5,73,0.19545454545454338,1,1,4,4
3109,7,84,0.047272727272726585,0,0,5,4
3196,3,19,0.400909090909088,0,0,5,6
2038,-7,67,0.02363636363636281,0,0,1,3
354,4,59,0.21272727272727046,0,1,5,4
2011,0,75,0.4654545454545472,0,0,4,6
3304,0,23,0.3772727272727278,0,0,1,3
1908,1,75,0.16363636363636466,1,0,0,7
2027,0,79,0.1272727272727265,1,1,5,6
1061,-11,38,0.07454545454545651,1,0,4,4
765,-3,75,0.044545454545455374,1,1,5,4
1795,4,84,1.0681818181818175,1,1,4,3
892,14,75,0.48545454545454575,0,1,4,4
227,-10,47,0.16545454545453966,0,0,1,2
369,0,75,0.5954545454545517,0,0,5,3
1348,3,27,0.1418181818181872,1,0,1,3
3034,-3,64,0.30727272727272686,1,0,4,4
2527,-7,75,0.7854545454545339,0,1,5,6
3370,0,42,0.2654545454545469,1,1,0,7
275,22,62,0.024545454545452892,0,0,4,6
1901,3,90,0.8954545454545372,1,1,4,4
2726,3,23,0.1763636363636355,1,1,5,4
1685,-17,92,0.5736363636363677,0,0,5,6
2737,0,49,0.6045454545454525,1,0,5,6
895,-12,50,0.24454545454545434,1,1,1,1
2019,-11,72,0.07272727272727376,0,1,4,6
2664,-7,17,0.16909090909092067,1,1,4,6
1586,10,93,0.049090909090905785,1,1,5,4
1820,17,14,0.28090909090910415,0,1,4,4
328,-13,84,0.21090909090909546,1,1,4,4
2071,-3,30,0.3400000000000112,1,1,1,3
1479,10,15,0.46545454545456655,1,1,1,2
2614,-7,32,0.22454545454545444,1,1,3,6
565,-6,64,0.09454545454546158,1,0,1,3
1581,-17,30,0.48363636363635787,0,0,4,4
1422,-3,45,0.16454545454545474,1,0,5,6
2846,-6,71,1.0127272727272612,0,0,1,3
1810,-5,83,0.36636363636363584,0,0,4,6
2663,4,46,0.32727272727271384,1,0,1,3
407,-8,31,0.5200000000000025,0,0,5,4
1996,-6,75,0.6290909090909106,1,0,4,4
2558,10,70,0.34454545454545643,1,0,5,6
1952,3,39,0.3954545454545372,1,0,4,6
494,2,55,0.47545454545454713,0,0,4,6
672,16,87,0.2836363636363537,1,0,4,4
3037,0,26,0.2299999999999975,1,0,5,4
453,-7,80,0.0936363636363715,1,0,4,4
678,0,61,0.012727272727281823,0,1,4,3
3479,0,70,0.1754545454545435,1,1,4,6
2067,-7,66,0.7909090909090847,0,1,0,7
2022,0,56,0.17727272727272625,1,1,1,3
3419,0,27,0.20909090909091013,0,1,1,3
2659,-4,32,1.2545454545454582,0,1,4,4
1533,4,23,0.2181818181818187,1,1,5,4
1276,-6,29,0.4209090909090892,1,1,5,4
606,21,46,0.1281818181818153,1,1,4,6
3600,0,75,0.17545454545454542,1,0,4,4
2033,-3,62,0.5099999999999987,0,0,5,6
2498,-7,39,0.2627272727272715,1,1,4,6
1953,3,34,0.10090909090908182,1,0,5,6
1174,-2,70,0.8263636363636366,1,0,5,4
1214,-18,34,0.35818181818182315,1,1,5,6
1759,-14,64,0.9163636363636324,1,0,4,6
699,7,48,0.5199999999999921,0,0,5,6
2529,0,65,0.0790909090909095,1,0,1,3
3061,0,44,0.1336363636363661,0,0,1,3
2746,4,14,0.5081818181818188,1,1,1,3
2191,-3,80,0.6672727272727279,0,1,4,6
1021,-14,87,0.24727272727272717,1,0,5,6
2062,-1,58,0.9727272727272717,0,1,5,6
726,4,76,0.5363636363636363,1,0,5,4
1852,18,53,0.12272727272726446,0,0,4,6
2970,-7,60,0.04545454545454804,1,0,4,4
3026,7,43,0.2018181818181843,1,0,5,6
272,-15,67,0.31181818181818505,0,0,4,6
725,-5,79,0.22727272727271694,0,0,5,6
1860,-1,32,0.859999999999993,1,0,4,4
352,4,37,0.442727272727268,0,0,1,3
2780,3,47,0.3518181818181874,0,1,5,6
2700,-12,35,0.5554545454545466,1,1,5,3
1588,16,40,0.526363636363633,1,0,4,4
1626,-17,33,0.15272727272727335,1,1,1,3
263,3,64,0.4454545454545434,1,0,1,1
1598,-3,81,0.6036363636363521,1,1,0,7
1184,-9,26,0.5127272727272715,0,0,4,4
154,28,42,0.442727272727268,0,0,4,6
998,-7,71,0.8127272727272673,1,1,3,4
2749,8,48,0.14909090909090786,1,1,4,6
1906,-3,85,0.2790909090909033,0,0,4,4
1360,7,65,0.08090909090908709,0,1,3,3
3236,0,21,0.0018181818181801646,1,0,0,7
1898,-7,72,0.07363636363636514,1,0,4,4
2579,4,17,0.24181818181818215,1,1,3,6
2247,-3,80,1.0727272727272739,1,1,1,3
2384,0,66,0.46272727272726527,0,0,4,6
2165,-13,77,0.20636363636363858,0,0,5,4
2218,-7,32,0.10454545454545507,0,1,5,4
419,-11,45,0.6800000000000016,0,0,4,4
3106,0,69,0.07000000000000094,1,1,5,4
3492,0,51,0.15090909090908802,1,0,1,3
2492,-7,79,0.46545454545454584,1,0,5,6
2117,-8,75,0.5463636363636375,0,0,5,4
3084,-10,73,1.0945454545454525,1,1,4,4
3431,0,85,0.23090909090906694,1,1,4,4
1316,7,83,0.3445454545454512,0,0,4,6
1117,-3,38,0.26636363636363697,1,1,5,6
130,14,20,0.43363636363636326,1,0,0,7
2364,-7,76,0.35090909090909217,1,1,5,4
1794,4,79,0.18454545454544172,0,0,4,4
2755,-4,60,0.867272727272724,1,1,5,6
3600,0,75,0.23818181818182893,1,1,5,6
1116,-9,15,0.40727272727272895,0,0,0,7
1431,3,30,0.07090909090908842,0,1,5,6
1542,1,34,0.5690909090909083,1,0,5,6
1666,-4,90,0.1445454545454542,1,0,5,4
1823,-4,51,1.0200000000000025,0,1,4,4
1139,3,36,0.6199999999999993,1,1,5,4
160,-11,80,0.26363636363636156,0,0,4,4
1951,-14,39,0.5972727272727215,1,0,4,4
2525,-4,27,0.2472727272727246,0,1,5,4
549,6,40,0.14636363636363245,1,0,4,4
195,14,75,0.5309090909091041,0,0,4,4
2988,7,44,0.6972727272727184,1,0,5,6
528,1,65,0.07363636363635867,0,1,5,4
952,-3,48,0.6236363636363597,1,0,1,3
1902,-4,75,0.5509090909090925,0,0,4,6
2697,10,75,0.18363636363636393,0,0,4,4
1920,-21,41,0.37999999999999545,1,0,4,6
3137,4,75,0.1781818181818176,1,1,4,4
365,21,75,0.2636363636363719,0,0,0,7
2064,7,60,1.4354545454545473,0,1,4,4
1481,6,75,0.022727272727283063,1,0,6,4
2299,-14,37,0.48727272727272336,1,0,5,6
1294,-19,66,1.073636363636369,1,1,4,6
771,4,71,0.2545454545454504,0,0,4,4
399,0,91,0.3663636363636442,1,0,1,3
900,-11,50,0.4099999999999992,0,0,5,6
2367,0,54,0.10818181818182314,0,1,4,6
726,-6,22,0.31636363636361736,1,0,1,1
2379,-7,62,0.16727272727273015,0,1,4,6
3600,0,75,0.13181818181818594,1,1,5,6
2175,17,23,0.5754545454545595,1,0,4,6
2749,-14,64,0.07454545454545909,0,0,4,4
2089,-11,76,0.10999999999999878,1,1,1,3
3099,-2,72,0.0236363636363641,0,1,5,4
2536,-4,33,0.06454545454545785,1,0,5,6
2942,-3,97,0.21999999999998596,0,0,4,6
982,0,64,0.28727272727272696,1,0,1,3
1926,-4,66,0.022727272727272728,1,0,4,4
2478,0,99,0.1645454545454599,1,1,1,3
3359,0,73,0.5445454545454553,1,0,0,7
1979,-7,60,0.9363636363636322,1,1,5,6
715,0,36,0.09363636363636374,1,1,0,7
2055,7,64,0.35181818181818225,1,0,1,3
1165,0,40,0.1500000000000031,1,0,3,4
3467,0,54,0.4527272727272692,1,0,4,4
3316,7,70,0.6472727272727251,1,0,5,4
426,14,38,0.4181818181818228,0,0,5,6
506,-35,80,0.411818181818169,0,0,4,6
1336,17,39,0.19363636363636322,1,0,5,6
3234,0,11,0.3781818181818256,1,0,4,4
2960,7,23,0.18454545454545335,0,0,4,4
1899,18,65,0.014545454545451652,0,0,4,6
1605,-20,38,0.2200000000000066,1,1,5,6
130,-2,60,0.3545454545454525,1,0,4,4
3313,0,97,0.20909090909090755,1,0,5,6
2588,7,59,0.11181818181818347,1,0,5,6
2862,-3,63,1.04181818181818,1,0,1,3
762,3,22,0.12272727272729546,1,1,5,4
605,-17,95,0.10909090909091064,0,1,4,4
3052,-4,63,0.2818181818181839,1,1,5,6
1052,21,32,0.009999999999998656,1,0,5,6
1227,-27,71,0.25,1,0,4,6
